638,IEEE International Conference on Computer Vision,ICCV,CORE2023,A*,Yes,4603,,
642,IEEE International Conference on Data Mining,ICDM,CORE2023,A*,Yes,4605,4611,
2273,International Conference on Learning Representations,ICLR,CORE2023,A*,Yes,4611,,
1121,International Conference on Machine Learning,ICML,CORE2023,A*,Yes,4611,,
1209,International Conference on Software Engineering,ICSE,CORE2023,A*,Yes,4612,,
1313,International Joint Conference on Artificial Intelligence,IJCAI,CORE2023,A*,Yes,4602,4611,4603
2074,IEEE International Conference on Computer Communications,INFOCOM,CORE2023,A*,Yes,4606,,
823,Information Processing in Sensor Networks,IPSN,CORE2023,A*,Yes,4606,,
32,ACM International Symposium on Computer Architecture,ISCA,CORE2023,A*,Yes,4612,,
785,IEEE/ACM International Symposium on Mixed and Augmented Reality,ISMAR,CORE2023,A*,Yes,4607,,
26,ACM International Conference on Knowledge Discovery and Data Mining,KDD,CORE2023,A*,Yes,4605,4611,
1239,International Conference on the Principles of Knowledge Representation and Reasoning,KR,CORE2023,A*,Yes,4602,4613,
748,IEEE Symposium on Logic in Computer Science,LICS,CORE2023,A*,Yes,4613,,
27,ACM International Conference on Mobile Computing and Networking,MOBICOM,CORE2023,A*,Yes,4606,,
1840,Usenix Network and Distributed System Security Symposium,NDSS,CORE2023,A*,Yes,4604,,
98,Advances in Neural Information Processing Systems (was NIPS),NeurIPS,CORE2023,A*,Yes,4611,,
1842,Usenix Symposium on Operating Systems Design and Implementation,OSDI,CORE2023,A*,Yes,4606,,
669,IEEE International Conference on Pervasive Computing and Communications,PERCOM,CORE2023,A*,Yes,4608,4606,
84,ACM-SIGPLAN Conference on Programming Language Design and Implementation,PLDI,CORE2023,A*,Yes,4612,,
63,ACM Symposium on Principles of Distributed Computing,PODC,CORE2023,A*,Yes,4606,,
46,ACM SIGMOD-SIGACT-SIGART Conference on Principles of Database Systems,PODS,CORE2023,A*,Yes,4605,,
82,ACM-SIGACT Symposium on Principles of Programming Languages,POPL,CORE2023,A*,Yes,4612,,
1701,Real Time Systems Symposium,RTSS,CORE2023,A*,Yes,4606,,
11,"ACM Conference on Applications, Technologies, Architectures, and Protocols for Computer Communication",SIGCOMM,CORE2023,A*,Yes,4606,,
38,ACM SIG International Conference on Computer Graphics and Interactive Techniques,SIGGRAPH,CORE2023,A*,Yes,4607,,
29,ACM International Conference on Research and Development in Information Retrieval,SIGIR,CORE2023,A*,Yes,4605,,
39,Measurement and Modeling of Computer Systems,SIGMETRICS,CORE2023,A*,Yes,4612,,
56,ACM Special Interest Group on Management of Data Conference,SIGMOD,CORE2023,A*,Yes,4605,,
80,ACM/SIAM Symposium on Discrete Algorithms,SODA,CORE2023,A*,Yes,4613,,
48,ACM SIGOPS Symposium on Operating Systems Principles,SOSP,CORE2023,A*,Yes,4606,,
750,IEEE Symposium on Security and Privacy,SP,CORE2023,A*,Yes,4604,,
65,ACM Symposium on Theory of Computing,STOC,CORE2023,A*,Yes,4613,,
66,ACM Symposium on User Interface Software and Technology,UIST,CORE2023,A*,Yes,4608,,
1841,Usenix Security Symposium,USENIX-Security,CORE2023,A*,Yes,4604,,
1261,International Conference on Very Large Databases,VLDB,CORE2023,A*,Yes,4605,,
758,IEEE Conference on Virtual Reality and 3D User Interfaces,VR,CORE2023,A*,Yes,4607,,
1548,International World Wide Web Conference,WWW,CORE2023,A*,Yes,4606,4605,
1408,"The International Symposium on Research in Attacks, Intrusions and Defenses (was International Symposium on Recent Advances in Intrusion Detection)",RAID,CORE2023,A,Yes,4604,,
28,ACM International Conference on Recommender Systems,RecSys,CORE2023,A,Yes,4605,,
725,IEEE Real-Time and Embedded Technology and Applications Symposium,RTAS,CORE2023,A,Yes,4606,,
2280,"IEEE International Conference on Software Analysis, Evolution and Reengineering",SANER,CORE2023,A,Yes,4612,,
77,"International Conference for High Performance Computing, Networking, Storage and Analysis (was Supercomputing Conference)",SC,CORE2023,A,No,4606,,
1727,SIAM International Conference on Data Mining,SDM,CORE2023,A,Yes,4605,,
2281,International Symposium on Software Engineering for Adaptive and Self-Managing Systems,SEAMS,CORE2023,A,Yes,4612,,
22,ACM International Conference on Advances in Geographic Information Systems,SIGSPATIAL,CORE2023,A,Yes,4601,4611,4605
1818,Tools and Algorithms for Construction and Analysis of Systems,TACAS,CORE2023,A,Yes,4612,,
1814,Theoretical Aspects of Rationality and Knowledge,TARK,CORE2023,A,Yes,4613,,
1815,Theory of Cryptography Conference,TCC,CORE2023,A,Yes,4604,4613,
346,Conference in Uncertainty in Artificial Intelligence,UAI,CORE2023,A,Yes,4602,,
1838,Usenix Annual Technical Conference,USENIX,CORE2023,A,No,4606,,
763,IEEE Workshop on Applications of Computer Vision,WACV,CORE2023,A,Yes,4603,,
1119,International Conference on Logic Programming,ICLP,CORE2023,A,Yes,4613,,
664,IEEE International Conference on Multimedia and Expo,ICME,CORE2023,A,Yes,4603,,
1181,"IEEE International Conference on Program Comprehension (previously IWPC, changed in 2006)",ICPC,CORE2023,A,Yes,4612,,
30,ACM International Conference on Supercomputing,ICS,CORE2023,A,Yes,4606,,
791,International Conference on Software Architecture (was previously WICSA),ICSA,CORE2023,A,Yes,4612,,
676,"IEEE International Conference on Software Maintenance and Evolution (prior to 2014 was ICSM, IEEE International Conference on Software Maintenance)",ICSME,CORE2023,A,Yes,4612,,
1204,International Conference on Service Oriented Computing,ICSOC,CORE2023,A,Yes,4606,,
1221,"International Conference on Software Testing, Verification and Validation",ICST,CORE2023,A,Yes,4612,,
759,IEEE Visualization,IEEE VIS,CORE2023,A,No,4608,,
1314,International Joint Conference on Automated Reasoning,IJCAR,CORE2023,A,Yes,4602,4612,4613
1551,Internet Measurement Conference,IMC,CORE2023,A,No,4606,,
494,Interspeech (combined EuroSpeech and ICSLP in 2000),Interspeech,CORE2023,A,No,4602,,
688,IEEE International Parallel and Distributed Processing Symposium (was IPPS and SPDP),IPDPS,CORE2023,A,Yes,4606,,
1420,International Symposium on Symbolic and Algebraic Computation,ISSAC,CORE2023,A,Yes,4613,,
1411,International Symposium on Software Reliability Engineering,ISSRE,CORE2023,A,Yes,4612,,
1412,International Symposium on Software Testing and Analysis,ISSTA,CORE2023,A,Yes,4612,,
1338,International Semantic Web Conference,ISWC,CORE2023,A,Yes,4605,,
2176,Innovations in Theoretical Computer Science,ITCS,CORE2023,A,Yes,4613,,
1101,International Conference on Intelligent User Interfaces,IUI,CORE2023,A,Yes,4608,,
1598,"Logics in Artificial Intelligence, European Conference",JELIA,CORE2023,A,Yes,4613,4602,
2268,International Conference on Learning Analytics and Knowledge,LAK,CORE2023,A,Yes,4608,4601,
1398,International Symposium on Mathematical Foundations of Computer Science,MFCS,CORE2023,A,Yes,4613,,
1607,Medical Image Computing and Computer-Assisted Intervention,MICCAI,CORE2023,A,Yes,4601,4603,
58,ACM Symposium on Mobile Ad Hoc Networking and Computing,MOBIHOC,CORE2023,A,Yes,4606,,
1244,"International Conference on Model Driven Engineering Languages and Systems (Previously UML, changed in 2005)",MODELS,CORE2023,A,Yes,4612,,
711,IEEE International Working Conference on Mining Software Repositories,MSR,CORE2023,A,Yes,4612,4605,
76,"ACM/IEEE International Conference on Modelling, Analysis and Simulation of Wireless and Mobile Systems",MSWIM,CORE2023,A,Yes,4606,,
18,ACM Conference on Object Oriented Programming Systems Languages and Applications,OOPSLA,CORE2023,A,Yes,4612,,
1442,Privacy Enhancing Technologies Symposium (was International Workshop of Privacy Enhancing Technologies),PETS,CORE2023,A,Yes,4604,,
1676,Parallel Problem Solving from Nature,PPSN,CORE2023,A,Yes,4611,,
878,International Conference in Business Process Management,BPM,CORE2023,A,No,4612,,
918,International Conference on Automated Deduction,CADE,CORE2023,A,Yes,4602,,
891,International Conference on Advanced Information Systems Engineering,CaiSE,CORE2023,A,Yes,4605,,
1362,International Symposium on Code Generation and Optimization,CGO,CORE2023,A,No,4612,,
1894,Workshop on Cryptographic Hardware and Embedded Systems,CHES,CORE2023,A,Yes,4604,,
369,Conference on Innovative Data Systems Research,CIDR,CORE2023,A,No,4605,,
25,ACM International Conference on Information and Knowledge Management,CIKM,CORE2023,A,Yes,4605,4602,
24,ACM International Conference on Emerging Networking Experiments and Technologies,CoNEXT,CORE2023,A,No,4606,,
1175,International Conference on Principles and Practice of Constraint Programming,CP,CORE2023,A,Yes,4602,,
13,ACM Conference on Computer Supported Cooperative Work,CSCW,CORE2023,A,No,4608,,
599,IEEE Computer Security Foundations Symposium (was CSFW),CSF,CORE2023,A,Yes,4604,,
422,Designing Interactive Systems,DIS,CORE2023,A,Yes,4608,,
1374,International Symposium on Distributed Computing (was WDAG),DISC,CORE2023,A,Yes,4606,,
1022,International Conference on Evaluation and Assessment in Software Engineering,EASE,CORE2023,A,Yes,4612,,
473,European Conference on Artificial Intelligence,ECAI,CORE2023,A,Yes,4602,4603,4611
488,European Conference on Object-Oriented Programming,ECOOP,CORE2023,A,Yes,4612,,
2165,European Conference on Software Architecture,ECSA,CORE2023,A,Yes,4612,,
528,Extending Database Technology,EDBT,CORE2023,A,No,4605,,
971,International Conference on Conceptual Modelling,ER,CORE2023,A,Yes,4605,,
1376,International Symposium on Empirical Software Engineering and Measurement,ESEM,CORE2023,A,Yes,4612,,
514,European Symposium on Programming,ESOP,CORE2023,A,Yes,4612,,
515,European Symposium On Research In Computer Security,ESORICS,CORE2023,A,Yes,4604,,
525,Eurosys Conference,EuroSys,CORE2023,A,No,4606,,
1839,Conference on File and Storage Technologies,FAST,CORE2023,A,No,4605,,
533,Financial Cryptography and Data Security Conference,FC,CORE2023,A,Yes,4604,,
540,International Symposium on Formal Methods (was Formal Methods Europe FME),FM,CORE2023,A,Yes,4612,4613,
546,Foundations of Genetic Algorithms,FOGA,CORE2023,A,Yes,4602,,
547,Foundations of Software Science and Computational Structures,FOSSACS,CORE2023,A,Yes,4613,4612,
572,Graph Drawing,GD,CORE2023,A,Yes,4613,,
556,Genetic and Evolutionary Computations,GECCO,CORE2023,A,Yes,4602,,
1845,USENIX Workshop on Hot Topics in Operating Systems,HotOS,CORE2023,A,Yes,4606,,
33,ACM International Symposium on High Performance Distributed Computing,HPDC,CORE2023,A,No,4606,,
864,International Colloquium on Automata Languages and Programming,ICALP,CORE2023,A,Yes,4613,,
783,IEEE/ACM International Conference on Computer-Aided Design,ICCAD,CORE2023,A,No,4606,,
2047,IEEE International Conference on Document Analysis and Recognition,ICDAR,CORE2023,A,Yes,4605,,
1002,International Conference on Distributed Computing Systems,ICDCS,CORE2023,A,Yes,4606,,
989,International Conference on Database Theory,ICDT,CORE2023,A,Yes,4605,,
1037,International Conference on Functional Programming,ICFP,CORE2023,A,Yes,4612,,
19,ACM Creativity and Cognition,CC,ERA2010,A,No,1203,,
41,ACM SIGCOMM Internet Measurement Conference,ACM IMC,ERA2010,A,No,1005,,
111,American Association of Cost Engineers Annual Meeting,AACE,ERA2010,A,No,1202,,
113,"American Society for Heating, Refrigeration and Air Conditioning",ASHRAE,ERA2010,A,No,1202,,
114,American Society of Mechanical Engineering,,ERA2010,A,No,0913,0905,0903
119,Annual Conference of the Australian Acoustical Society,,ERA2010,A,No,0913,1201,0999
130,Annual International Conference of the IEEE Engineering in Medicine and Biology Society,,ERA2010,A,No,0903,,
137,"Annual Water Distribution Systems Analysis Conference, WDSA 2008",,ERA2010,A,No,0905,0907,
153,ASCCS International Conference on Steel-Concrete Composite and Hybrid Structures,,ERA2010,A,No,0905,,
168,Asian Congress of Fluid Mechanics,,ERA2010,A,No,0901,0913,
173,Asian-Pacific Conference on Computational Mechanics,APCOM,ERA2010,A,No,0905,,
174,Asian-Pacific conferences on unsaturated soils,Unsat-Asian,ERA2010,A,No,0905,,
179,Asia-Pacific Conference on Engineering Plasticity and Its Applications,,ERA2010,A,No,0910,0913,
180,Asia-Pacific Conference on Materials Processing,,ERA2010,A,No,0910,0915,
192,Association for Computer Aided Design in Architecture (ACADIA) Conference,ACADIA,ERA2010,A,No,1201,,
197,Association of Researchers in Construction Management Annual Conference,ARCOM,ERA2010,A,No,1202,,
199,AUSIMM Orebody Modelling and Strategic Mine Planning Conference,,ERA2010,A,No,0914,,
200,AUSIMM Project Evaluation,,ERA2010,A,No,0914,,
202,Australasian Coasts and Ports Conference,,ERA2010,A,No,0911,,
218,Australasian Congress on Applied Mechanics,,ERA2010,A,No,0910,0913,
220,Australasian Fluid Mechanics Conference,,ERA2010,A,No,0913,,
221,Australasian Housing Researchers Conference,AHRC,ERA2010,A,No,1205,,
225,Australasian Port and Harbour Conference,,ERA2010,A,No,0911,,
232,Australasian Transport Research Forum,ATRF,ERA2010,A,No,1205,0905,
287,Bluff Body Aerodynamics and Applications,,ERA2010,A,No,0905,0913,
299,CAADFutures Biennial conference,CAADFutures,ERA2010,A,No,1201,,
307,Centre for Asian and Middle Eastern Architecture conference,CAMEA,ERA2010,A,No,1201,,
314,CIRP Life Cycle Engineering Conference,,ERA2010,A,No,0910,0907,0915
325,"Composite Construction V, Kruger National Park, South Africa, American Society of Civil Engineers",,ERA2010,A,No,0905,,
334,Computer Applications in The Mineral Industries,APCOM,ERA2010,A,No,0914,,
338,Computers in Cardiology,,ERA2010,A,No,0903,,
343,Conference and Symposium of the International Committee on Aeronautical Fatigue,,ERA2010,A,No,0901,0913,
376,Conference on Railway Engineering,,ERA2010,A,No,0905,0913,
387,Congress of the Modelling and Simulation Society of Australia and New Zealand,Modsim 03,ERA2010,A,No,0907,0905,
395,Construction Management and Economics Conference,CME 25,ERA2010,A,No,1202,,
397,Contact Mechanics,,ERA2010,A,No,1299,,
401,Corrosion and Prevention,,ERA2010,A,No,0913,,
415,Design and Emotion Society Conferences,D&E,ERA2010,A,No,1203,,
417,Design Computing and Cognition,DCC,ERA2010,A,No,1201,1203,
477,European Conference on Computational Mechanics,ECCM,ERA2010,A,No,0905,,
487,European Conference on Numerical Methods in Geotechnical Engineering,NUMGE,ERA2010,A,No,0905,,
517,European Turbulence Conference,,ERA2010,A,No,0901,0913,
526,"Experiential Knowledge SIG conferences (Design Research Society (DRS) SIG,UK)",,ERA2010,A,No,1203,,
531,FIE Frontiers in Education,,ERA2010,A,No,09,,
557,Geo congress of the Geo-Institute of ASCE,,ERA2010,A,No,0905,,
561,GeoShanghai International Conferences,GeoShanghai,ERA2010,A,No,0905,,
577,Healthy Buildings,HB,ERA2010,A,No,1202,,
582,Hong Kong Institute of Value Management Conference,HKIVM,ERA2010,A,No,1202,,
588,IASTED International Conference on Biomedical Engineering,,ERA2010,A,No,0903,,
589,IASTED Telehealth and Assistive Technology,,ERA2010,A,No,0903,,
600,IEEE Conference in Industrial Electronics and Applications,,ERA2010,A,No,0910,0913,
609,"IEEE Conference on Robotics, Automation and Mechatronics",,ERA2010,A,No,0913,0910,
617,IEEE EMBS Neural Engineering Conference,,ERA2010,A,No,0903,,
672,IEEE International Conference on Robots and Automation,,ERA2010,A,No,0913,0910,
694,IEEE International Symposium on Biomedical Imaging,,ERA2010,A,No,0903,,
753,IEEE Symposium on VLSI Circuits,VLSIC,ERA2010,A,No,1005,,
780,IEEE World Congress on Computational Intelligence,WCCI,ERA2010,A,No,09,,
818,Indoor Air,IA,ERA2010,A,No,1202,,
875,"International Conference for Bulk Materials Storage, Handling and Transportation",,ERA2010,A,No,0910,0913,0915
881,International Conference of the International Association for Computer Methods and Advances in Geomechanics,IACMAG,ERA2010,A,No,0905,,
894,International Conference on Advances and Trends in Engineering Materials and Their Applications,,ERA2010,A,No,0910,0913,
898,International Conference on Advances in Materials and Processing Technologies,,ERA2010,A,No,0910,0913,
903,International Conference On Agile Manufacturing,,ERA2010,A,No,0910,0913,0915
930,"International Conference on Civil, Structural and Environmental Engineering Computing",CIVIL-COMP,ERA2010,A,No,09,,
932,International Conference on Coastal Engineering,,ERA2010,A,No,0905,,
940,International Conference on Composite Materials,,ERA2010,A,No,0910,0913,
951,International Conference on Computational Plasticity,COMPLAS,ERA2010,A,No,0905,0913,
968,International Conference on Computers in Urban Planning and Urban Management,CUPUM,ERA2010,A,No,1205,,
994,International Conference on Design Theory and Methodology (ASME),DTM,ERA2010,A,No,1203,,
1015,International Conference on Enhancement and Promotion of Computational Methods in Engineering and Science,,ERA2010,A,No,0910,0913,0905
1020,International Conference on Environmental Systems,ICES,ERA2010,A,No,1202,,
1021,International conference on ER fluids and MR suspensions,,ERA2010,A,No,0913,0915,
1027,International Conference on Fast Sea Transportation,,ERA2010,A,No,0911,0913,
1051,International Conference on High Performance Yacht Design,,ERA2010,A,No,0911,0913,
1063,"International Conference on Indoor Air Quality, Ventilation and Energy Conservation in Buildings",IAQVEC,ERA2010,A,No,1202,,
1116,International Conference on Leading Edge Manufacturing in 21st Century,,ERA2010,A,No,0910,0913,
1118,International Conference on Liquid Atomization and Spray Systems,,ERA2010,A,No,0902,0913,
1130,International Conference on Metal Forming,,ERA2010,A,No,0910,0913,
1135,International Conference on Modal Analysis,,ERA2010,A,No,0905,0913,
1138,International Conference on Modelling and Diagnostics For Advanced Engine Systems,,ERA2010,A,No,0902,0913,
1139,International Conference on Modelling and Simulation,,ERA2010,A,No,0905,0907,
1318,International Joint Conference on Qualitative and Quantitative Practical Reasoning,ESQARU,CORE2018,A,No,0801,,
499,European Graphics Conference,EUROGRAPH,CORE2018,A,No,0801,,
1034,International Conference on Foundation on Data Organization,FODO,CORE2018,A,No,0804,,
1028,International Conference on Field and Service Robotics,FSR,CORE2018,A,No,0801,0910,
784,IEEE/ACM International Conference on Grid Computing,GRID,CORE2018,A,No,0805,,
575,Hawaii International Conference on System Sciences,HICSS,CORE2018,A,No,0806,,
17,ACM Conference on Hypertext and Social Media,Hypertext,CORE2018,A,Yes,0805,0806,
2040,International Conference of Asian Digital Libraries,ICADL,CORE2018,A,No,,,
2045,IEEE International Conference on Computer Languages,ICCL,CORE2018,A,No,0803,,
2052,International Computer Symposium Conference,ICSC2,CORE2018,A,No,,,
1199,International Conference on Security in Pervasive Computing,ICSPC,CORE2018,A,No,0806,,
1235,International Conference on Temporal Logic,ICTL,CORE2018,A,No,0802,,
2063,IEEE International Conference on Multimedia Computing and Systems,ICMCS,CORE2018,A,No,0806,,
2064,IEEE Transactions on Knowledge and Data Engineering,IEEETKDE,CORE2018,A,No,0806,0801,
2069,International Logic Programming Symposium,ILPS,CORE2018,A,No,0801,,
1080,International Conference on Information Systems Development,ISD,CORE2018,A,No,0806,,
1409,International Symposium on Robotics,ISR,CORE2018,A,No,0801,0910,
2081,IEEE International Solid-State Circuits Conference,ISSCC,CORE2018,A,No,,,
2093,Symposium on Frontiers of Massively Parallel Processing,MassPar,CORE2018,A,No,0805,,
2104,"Net Object Days (Includings MATES, ENASE etc.)",MATES ENASE,CORE2018,A,No,,,
1960,International Conference on AI in Design,AID,CORE2018,A,No,0801,,
150,Artificial Intelligence in Medicine,AIIM,CORE2018,A,No,0801,,
115,Americas Conference on Information Systems,AMCIS,CORE2018,A,No,0806,,
191,Aspect-Oriented Software Development,AOSD,CORE2018,A,No,0803,,
141,Application of Computers and Operations Research in the Minerals Industries,APCOMin,CORE2018,A,No,0909,0914,
908,"International Conference on Application-specific Systems, Architectures and Processors",ASAP,CORE2018,A,No,0805,,
605,IEEE Conference on Decision and Control,CDC,CORE2018,A,No,1005,,
597,IEEE Computational Systems Bioinformatics Conference,CSB,CORE2018,A,No,0803,,
1996,Design Automation Conf,DAC,CORE2018,A,No,,,
993,International Conference on Design Science Research in Information Systems and Technology,DESRIST,CORE2018,A,No,0806,,
2004,Deductive and Object-Oriented Databases,DOOD,CORE2018,A,No,0806,,
2011,Engineering Applications of Artifical Intelligence ,EAAI,CORE2018,A,No,0801,,
484,European Conference on Information Systems,ECIS,CORE2018,A,No,0806,,
491,European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Database (PKDD and ECML combined from 2008),ECML PKDD,CORE2023,A,Yes,4611,4605,
787,IEEE/IFIP International Conference on Dependable Systems and Networks,DSN,CORE2023,A,Yes,4606,4604,
45,"ACM SIGMOBILE International Conference on Mobile Systems, Applications and Services",Mobisys,CORE2023,A,Yes,4606,,
678,IEEE International Conference on Web Services,ICWS,CORE2023,A,Yes,4606,,
1245,"Conference on Interactive Theorem Proving (previously TPHOLs, changed in 2009)",ITP,CORE2023,A,Yes,4613,,
973,International Conference on Concurrency Theory,CONCUR,CORE2023,A,Yes,4613,4606,
67,ACM Virtual Reality Software and Technology,VRST,CORE2023,A,Yes,4607,,
1426,International Symposium on Theoretical Aspects of Computer Science,STACS,CORE2023,A,Yes,4613,,
1648,North American Association for Computational Linguistics,NAACL,CORE2023,A,Yes,4602,,
296,British Machine Vision Conference,BMVC,CORE2023,A,Yes,4603,,
60,International Symposium on Computational Geometry,SoCG,CORE2023,A,Yes,4613,,
1349,International Symposium on Algorithms and Computation,ISAAC,CORE2023,A,Yes,4613,,
690,IEEE International Requirements Engineering Conference,RE,CORE2023,A,Yes,4612,,
2310,ACM/IEEE International Conference on Human-Robot Interaction,HRI,CORE2023,A,Yes,4608,4602,
2169,International Conference on Web and Social Media,ICWSM,CORE2023,A,Yes,4601,4605,
792,IEEE/RSJ International Conference on Intelligent Robots and Systems,IROS,CORE2023,A,Yes,4602,4603,
1250,International Conference on Theory and Applications of Satisfiability Testing,SAT,CORE2023,A,Yes,4602,4613,
468,European Association for Computational Linguistics,EACL,CORE2023,A,Yes,4602,,
370,Conference on Integer Programming and Combinatorial Optimization,IPCO,CORE2023,A,Yes,4613,,
872,International Computing Education Research Workshop,ICER,CORE2023,A,Yes,4608,,
55,ACM Special Interest Group on Computer Science Education Conference,SIGCSE,CORE2023,A,Yes,4608,,
79,ACM/IFIP/USENIX International Middleware Conference,Middleware,CORE2023,A,Yes,4606,,
602,IEEE Conference on Computational Complexity,CCC,CORE2023,A,Yes,4613,,
1961,International Conference on Artificial Intelligence in Education,AIED,CORE2023,A,Yes,4601,4608,
483,European Conference on Information Retrieval,ECIR,CORE2023,A,Yes,4605,,
117,Annual Computer Security Applications Conference,ACSAC,CORE2023,A,Yes,4604,,
511,European Symposium on Algorithms,ESA,CORE2023,A,Yes,4613,,
31,ACM International Conference on Web Search and Data Mining,WSDM,CORE2023,A,Yes,4605,4611,
913,International Conference on Artificial Intelligence and Statistics,AISTATS,CORE2023,A,Yes,4611,4602,
1870,Workshop on Algorithm Engineering and Experiments,ALENEX,CORE2023,A,Yes,4613,,
1451,International Workshop on Approximation Algorithms for Combinatorial Optimization Problems and International Conference on Randomization and Computation,APPROX/RANDOM,CORE2023,A,Yes,4613,,
61,"Asia Conference on Information, Computer and Communications Security",AsiaCCS,CORE2023,A,Yes,4604,,
1243,International Conference on the Theory and Application of Cryptology and Information Security,ASIACRYPT,CORE2023,A,Yes,4604,,
2258,International ACM SIGACCESS Conference on Computers and Accessibility,ASSETS,CORE2023,A,Yes,4608,,
1154,International Conference on New Forming Technology,,ERA2010,A,No,0910,0913,
1158,International Conference on Numerical Methods in Industrial Forming Processes,,ERA2010,A,No,0910,0913,
1159,"International Conference on Ocean, Offshore and Arctic Engineering",,ERA2010,A,No,0911,0913,0907
1174,International Conference on Pressure Surges,,ERA2010,A,No,0905,,
1222,International Conference on Soil Mechanics and Geotechnical Engineering,ICSMGE,ERA2010,A,No,0905,,
1224,International Conference on Steel Rolling,,ERA2010,A,No,0910,0913,
1225,International Conference on Structural Health Monitoring of Intelligent Infrastructure,,ERA2010,A,No,0905,,
1226,International Conference on Surface Finishing Technology and Surface Engineering,ICSFT2008,ERA2010,A,No,0910,0913,0915
1227,International Conference on Sustainability in Energy and Buildings,SEB,ERA2010,A,No,1201,1202,
1233,International Conference on Technology of Plasticity,,ERA2010,A,No,0910,0913,
1256,International conference on unsaturated soils,Unsat,ERA2010,A,No,0905,,
1257,International Conference on Urban Drainage,,ERA2010,A,No,0905,0907,
1274,International Conference on Wind Engineering,,ERA2010,A,No,0905,,
1281,International Conferences on Advances in Steel Structures,,ERA2010,A,No,0905,,
1282,International Conferences on Progress of Machining Technology,,ERA2010,A,No,0910,0913,
1287,International Congress of Theoretical and Applied Mechanics,,ERA2010,A,No,0913,,
1289,International Congress on Fracture,,ERA2010,A,No,0913,0901,
1293,International Corrosion Congress,,ERA2010,A,No,0913,,
1294,"International Council for Research and Innovation in Building and Construction (CIB) Meetings, Workshops, Symposia, Conferences",CIB,ERA2010,A,No,1202,,
1298,International Fatigue Congress,,ERA2010,A,No,0901,0913,0910
1299,International Ferroalloy Congress,,ERA2010,A,No,0914,,
1304,International Geostatistics Congress,,ERA2010,A,No,0914,,
1305,International Group for Lean Construction Conference,IGLC,ERA2010,A,No,1202,,
1306,International Heavy Haul Association Conference,,ERA2010,A,No,0913,0905,0915
1307,International Heavy Haul Conference,,ERA2010,A,No,0913,0905,0915
1325,International Mineral Processing Congress,,ERA2010,A,No,0914,,
1332,International Pipeline Conference,,ERA2010,A,No,0913,0914,
1336,International Research Council on the Biomechanics of Impact,,ERA2010,A,No,0902,0903,0913
1339,International Society of Rock Mechanics Series of Symposia and Conferences,ISRM,ERA2010,A,No,0905,0914,
1342,International Symposium of Automation and Robotics in Construction,,ERA2010,A,No,0905,0910,
1344,International Symposium on Active Control of Sound and Vibration,,ERA2010,A,No,0913,,
1346,International Symposium on Advanced Technology for Plasticity,,ERA2010,A,No,0910,0913,
